"","Địa chỉ","Quận","Huyện","Loại hình nhà ở","Giấy tờ pháp lý","Số tầng","Số phòng ngủ","Diện tích","Dài","Rộng","Giá/m2"
"2554","Đường Thiên Hiền, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Mỹ Đình 1","Nhà mặt phố, mặt tiền","Đã có sổ","7","7",63,12.6,5,301.59
"2555","Đường Đại La, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Đồng Tâm","Nhà ngõ, hẻm","Đã có sổ","4","3",21,7,3,106
"2556","Đường Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Mai","Nhà ngõ, hẻm","Đã có sổ","6","4",40.5,7.5,5.4,140
"2557","Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường La Khê","Nhà ngõ, hẻm","Đã có sổ","4","3",40,8,5,64.02
"2558","Đường Vương Thừa Vũ, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Mai","Nhà mặt phố, mặt tiền","Đã có sổ","2","2",54,15,3.6,194.44
"2560","phố Tam Khương, Phường Khương Thượng, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Khương Thượng","Nhà ngõ, hẻm","Đã có sổ","6","3",30,6,5,135.48
"2561","Đường Bùi Xương Trạch","Quận Thanh Xuân","Phường Khương Trung","Nhà ngõ, hẻm","Đã có sổ","5","4",31.5,9,3.5,82.76
"2562","Đường Hoàng Hoa Thám, Phường Ngọc Hà, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Ngọc Hà","Nhà ngõ, hẻm","Đã có sổ","6","10+",67.5,15,4.5,213.33
"2563","Đường Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà mặt phố, mặt tiền","Đã có sổ","5","5",56.98,15.4,3.7,203.51
"2565","7, Đường An Dương, Phường Yên Phụ, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Yên Phụ","Nhà ngõ, hẻm","Đã có sổ","3","2",16,4,4,80
"2566","341, Đường Quang Trung, Phường Văn Quán, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Văn Quán","Nhà ngõ, hẻm","Đã có sổ","5","3",32.9,7,4.7,93.33
"2567","Đường Đại La, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Đồng Tâm","Nhà ngõ, hẻm","Đã có sổ","4","3",45.1,11,4.1,106.67
"2568","Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Thượng Đình","Nhà mặt phố, mặt tiền","Đã có sổ","5","3",40.5,9,4.5,114.29
"2569","Đường Nguyễn Khang, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Quan Hoa","Nhà mặt phố, mặt tiền","Đã có sổ","5","4",68,17,4,104
"2570","Đường Mậu Lương, Phường La Khê, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường La Khê","Nhà ngõ, hẻm","Đã có sổ","5","3",32,8,4,63.24
"2571","Đường Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Đội Cấn","Nhà ngõ, hẻm","Đã có sổ","8","7",66,11,6,257.81
"2572","Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Kiến Hưng","Nhà ngõ, hẻm","Đã có sổ","4","3",38.5,11,3.5,63.33
"2574","ngõ trần khát Chân, Đường Đê Trần Khát Chân, Phường Quỳnh Mai, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Quỳnh Mai","Nhà ngõ, hẻm","Đã có sổ","4","5",21,5,4.2,71.25
"2575","Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Đình","Nhà ngõ, hẻm","Đã có sổ","5","8",36,8,4.5,65
"2576","Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Kim Giang","Nhà ngõ, hẻm","Đã có sổ","5","3",30,7.5,4,103.33
"2577","Đường Giải Phóng, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Phương Liệt","Nhà mặt phố, mặt tiền","Đã có sổ","3","3",25,5,5,80
"2578","Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Nghĩa Tân","Nhà mặt phố, mặt tiền","Đã có sổ","4","4",50,10,5,143.14
"2579","Đường Lý Nam Đế||126, Phường Cửa Đông, Quận Hoàn Kiếm, Hà Nội","Quận Hoàn Kiếm","Phường Cửa Đông","Nhà ngõ, hẻm","Đã có sổ","3","2",32,8,4,162.5
"2580","Đường Võng Thị, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Thụy Khuê","Nhà phố liền kề","Đã có sổ","5","4",48,12,4,141.67
"2581","Đường Tô Hiệu||1895, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Nguyễn Trãi","Nhà mặt phố, mặt tiền","Đã có sổ","5","4",48,12,4,92
"2582","Đường Nguyễn An Ninh, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Đồng Tâm","Nhà ngõ, hẻm","Đang chờ sổ","6","5",72,20,3.6,86.11
"2583","32, Đường Đường Láng, Phường Láng Hạ, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Láng Hạ","Nhà ngõ, hẻm","Đã có sổ","4","2",27.9,9,3.1,67.69
"2584","Đường Hoàng Văn Thái","Quận Thanh Xuân","Phường Khương Trung","Nhà ngõ, hẻm","Đã có sổ","4","3",37.5,7.5,5,88.16
"2585","Đường Hoa Bằng, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Yên Hoà","Nhà ngõ, hẻm","Đã có sổ","4","3",46,10,4.6,102.22
"2586","Đường Yên Hòa, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Yên Hoà","Nhà ngõ, hẻm","Đã có sổ","5","6",56,14,4,84.55
"2588","Đường Thông Phong, Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Quốc Tử Giám","Nhà ngõ, hẻm","Đã có sổ","3","3",43.4,6.2,7,81.4
"2589","Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Láng Thượng","Nhà ngõ, hẻm","Đã có sổ","4","4",50,12.5,4,98
"2590","Đường Văn Phú||1914, Phường Phú La, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Phú La","Nhà phố liền kề","Đã có sổ","5","4",50,10,5,136
"2592","Đường Văn Phú||1914, Phường Phú La, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Phú La","Nhà mặt phố, mặt tiền","Đã có sổ","6","5",50,10,5,112.73
"2593","Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường La Khê","Nhà phố liền kề","Đã có sổ","5","4",50,10,5,120
"2595","Đường Tân Triều, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Thanh Xuân Nam","Nhà ngõ, hẻm","Đã có sổ","6","10+",45,10,4.5,114.44
"2596","Đường Phùng Khoang, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Trung Văn","Nhà ngõ, hẻm","Đã có sổ","5","5",36,9,4,75.71
"2597","Đường Đội Cấn, Phường Ngọc Hà, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Ngọc Hà","Nhà biệt thự","Đã có sổ","4","5",80.04,13.8,5.8,115
"2598","Đường Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Láng Thượng","Nhà ngõ, hẻm","Đã có sổ","4","4",50,10,5,84
"2599","127, Đường Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Ô Chợ Dừa","Nhà ngõ, hẻm","Đã có sổ","3","2",25.5,7.5,3.4,92
"2600","Đường Xa La, Phường Kiến Hưng, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Kiến Hưng","Nhà ngõ, hẻm","Đã có sổ","3","2",44,11,4,55.56
"2601","Đường 8/3, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Thanh Nhàn","Nhà ngõ, hẻm","Đã có sổ","5","3",30,6,5,126.67
"2602","Đường Giảng Võ, Phường Giảng Võ, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Giảng Võ","Nhà ngõ, hẻm","Đã có sổ","4","4",33,10,3.3,88.89
"2603","Khu phân lô, Đường Trần Đăng Ninh, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Dịch Vọng","Nhà ngõ, hẻm","Đã có sổ","4","4",30,10,3,200
"2604","Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Nghĩa Tân","Nhà ngõ, hẻm","Đã có sổ","7","5",42,10.5,4,133.33
"2605","Khúc Thừa Dụ, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Dịch Vọng","Nhà ngõ, hẻm","Đã có sổ","4","4",40,10,4,293.75
"2606","Đường Lạc Trung||537, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Thanh Lương","Nhà ngõ, hẻm","Đã có sổ","3","3",30,7.5,4,79.33
"2607","Đường Hoàng Văn Thái||652, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Mai","Nhà ngõ, hẻm","Đã có sổ","3","3",36,9,4,65.71
"2608","Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Nghĩa Đô","Nhà ngõ, hẻm","Đã có sổ","5","6",38.5,11,3.5,112.5
"2609","ĐỊnh công hạ, Phường Định Công, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Định Công","Nhà ngõ, hẻm","Đã có sổ","4","4",42,12,3.5,65
"2610","Số nhà 3, ngõ 293/63 tam trinh, Đường Tam Trinh, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Hoàng Văn Thụ","Nhà ngõ, hẻm","Đã có sổ","4","4",60,15,4,134
"2611","Đường Định Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Định Công","Nhà ngõ, hẻm","Đã có sổ","4","4",36,10,3.6,66.22
"2612","Đường Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Đại Kim","Nhà mặt phố, mặt tiền","Đã có sổ","4","3",45,10,4.5,96.67
"2613","Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Mỹ Đình 1","Nhà ngõ, hẻm","Đã có sổ","4","2",30,10,3,83.33
"2614","1777, Đường Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Mai","Nhà ngõ, hẻm","Đã có sổ","4","5",40,8,5,88.16
"2615","Đường Nguyễn Cảnh Dị||997, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Đại Kim","Nhà mặt phố, mặt tiền","Đã có sổ","4","3",57.4,14,4.1,160.34
"2616","Đường Kim Mã Thượng, Phường Liễu Giai, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Liễu Giai","Nhà ngõ, hẻm","Đã có sổ","4","3",36,6,6,109.72
"2617","Đường Cầu Giấy, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Mai Dịch","Nhà ngõ, hẻm","Đã có sổ","4","3",36.3,11,3.3,92.86
"2618","Đường Huyền Kỳ, Phường Phú Lãm, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Phú Lãm","Nhà ngõ, hẻm","Đã có sổ","4","3",42,6,7,48.68
"2620","Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà ngõ, hẻm","Đã có sổ","5","6",50,10,5,122
"2621","Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Vĩnh Phúc","Nhà mặt phố, mặt tiền","Đã có sổ","5","4",54,12,4.5,156
"2622","Đường Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà ngõ, hẻm","Đã có sổ","4","3",40,8,5,83.75
"2623","Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Hoàng Văn Thụ","Nhà mặt phố, mặt tiền","Đã có sổ","4","6",78.4,9.8,8,89.74
"2624","Nam Dư, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Lĩnh Nam","Nhà mặt phố, mặt tiền","Đã có sổ","4","3",63,14,4.5,125
"2625","Đường Hà Trì, Phường La Khê, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường La Khê","Nhà ngõ, hẻm","Đã có sổ","5","4",36,9,4,55.26
"2626","Đường Ngô Thì Nhậm, Phường Quang Trung, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Quang Trung","Nhà mặt phố, mặt tiền","Đã có sổ","5","6",40,10,4,126.19
"2628","Đường La Nội, Phường Dương Nội, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Dương Nội","Nhà ngõ, hẻm","Đã có sổ","4","3",33.25,9.5,3.5,54.55
"2629","yên bình, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Yên Nghĩa","Nhà mặt phố, mặt tiền","Đã có sổ","4","4",36,9,4,45.71
"2630","Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà ngõ, hẻm","Đã có sổ","4","2",9.9,3.3,3,105
"2632","Đường Nguyễn Trãi, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Thanh Xuân Bắc","Nhà ngõ, hẻm","Đã có sổ","2","2",42,14,3,60.98
"2633","Đường Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Láng Hạ","Nhà ngõ, hẻm","Đã có sổ","4","4",41,10.25,4,82.93
"2634","184, Đường Đê Trần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Thanh Lương","Nhà ngõ, hẻm","Đã có sổ","4","4",36,9,4,70.59
"2635","Đường Dương Văn Bé, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Vĩnh Tuy","Nhà ngõ, hẻm","Đã có sổ","4","4",30,10,3,77.42
"2636","Đường Khuất Duy Tiến","Quận Thanh Xuân","Phường Thanh Xuân Bắc","Nhà ngõ, hẻm","Đã có sổ","5","6",64,16,4,161.4
"2637","266, Đường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Bồ Đề","Nhà ngõ, hẻm","Đã có sổ","4","4",60,12,5,65
"2638","Đường Xuân Thủy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Dịch Vọng","Nhà ngõ, hẻm","Đã có sổ","4","4",35,7,5,88.57
"2639","Đường Cầu Giấy, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Yên Hoà","Nhà ngõ, hẻm","Đã có sổ","5","3",32,8,4,92.86
"2640","Đường Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Đội Cấn","Nhà ngõ, hẻm","Đã có sổ","4","6",69.6,12,5.8,119.48
"2643","Đường Vĩnh Phúc, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Vĩnh Phúc","Nhà mặt phố, mặt tiền","Đã có sổ","5","4",50,10,5,156
"2644","Đường Quan Hoa, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Quan Hoa","Nhà ngõ, hẻm","Đã có sổ","5","4",35,8.75,4,90
"2645","Đường Nguyên Khiết||146, Phường Phúc Tân, Quận Hoàn Kiếm, Hà Nội","Quận Hoàn Kiếm","Phường Phúc Tân","Nhà mặt phố, mặt tiền","Đã có sổ","6","6",24.78,5.9,4.2,140
"2646","Đường Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Bạch Mai","Nhà ngõ, hẻm","Đã có sổ","4","3",48,8,6,86.54
"2647","Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Láng Thượng","Nhà ngõ, hẻm","Đã có sổ","5","3",35,7,5,94.29
"2648","Đường Nguyễn Khang, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Yên Hoà","Nhà ngõ, hẻm","Đã có sổ","4","4",59.95,10.9,5.5,105
"2649","Đường Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường La Khê","Nhà ngõ, hẻm","Đã có sổ","4","3",46,9.2,5,71.88
"2650","Đường Triều Khúc, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Thanh Xuân Nam","Nhà ngõ, hẻm","Đã có sổ","6","10+",43,10,4.3,111.11
"2651","Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Đình","Nhà ngõ, hẻm","Đã có sổ","4","4",31.68,8.8,3.6,175
"2652","Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Quang Trung","Nhà ngõ, hẻm","Đã có sổ","3","4",90,20,4.5,35.56
"2653","Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Thanh Xuân Trung","Nhà ngõ, hẻm","Đã có sổ","4","3",20,5,4,50
"2654","nguyễn khánh toàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Quan Hoa","Nhà ngõ, hẻm","Đã có sổ","5","3",35.7,10.5,3.4,106.94
"2655","Lê trọng tấn, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà ngõ, hẻm","Đã có sổ","5","3",36,10,3.6,102.86
"2656","Đường Hoàng Ngân, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Trung Hoà","Nhà ngõ, hẻm","Đã có sổ","5","6",48,12,4,92.22
"2657","Đường Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Bạch Mai","Nhà ngõ, hẻm","Đã có sổ","4","3",40,5,8,70
"2658","Đường Trần Phú, Phường Quang Trung, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Quang Trung","Nhà mặt phố, mặt tiền","Đã có sổ","5","4",42,7,6,66.67
"2659","Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà ngõ, hẻm","Đã có sổ","3","3",40,10,4,77.5
"2660","Đường Kim Ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Thanh Lương","Nhà ngõ, hẻm","Đã có sổ","4","4",49.5,11,4.5,73
"2661","Võ Chí Công, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Nghĩa Đô","Nhà ngõ, hẻm","Đã có sổ","5","6",56,7,8,69.09
"2662","Đường Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Bạch Mai","Nhà ngõ, hẻm","Đã có sổ","3","3",40,5,8,108.57
"2664","Đường 8/3, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Thanh Nhàn","Nhà ngõ, hẻm","Đã có sổ","5","3",31.5,4.5,7,126.67
"2665","8/58, Đường Yên Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Yên Nghĩa","Nhà ngõ, hẻm","Đã có sổ","4","3",30.4,8,3.8,46.77
"2666","71, Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội","Quận Bắc Từ Liêm","Phường Phú Diễn","Nhà ngõ, hẻm","Đã có sổ","4","3",35.75,5.5,6.5,72.06
"2668","Đường Phúc Tân, Phường Phúc Tân, Quận Hoàn Kiếm, Hà Nội","Quận Hoàn Kiếm","Phường Phúc Tân","Nhà mặt phố, mặt tiền","Đã có sổ","3","2",26.56,8.3,3.2,123.08
"2669","Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Nhân Chính","Nhà ngõ, hẻm","Đã có sổ","4","3",40,8,5,95
