"","Ngày","Địa chỉ","Quận","Huyện","Loại hình nhà ở","Giấy tờ pháp lý","Số tầng","Số phòng ngủ","Diện tích","Dài","Rộng","Giá/m2"
"2536",2021-06-05,"Đường Tôn Đức Thắng, Phường Cát Linh, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Cát Linh","Nhà mặt phố, mặt tiền","Đã có sổ",4,"4 phòng","68 m²","15 m","6 m","117,65 triệu/m²"
"2537",2021-06-05,"Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Ngọc Lâm","Nhà ngõ, hẻm","Đã có sổ",4,"5 phòng","38 m²","6.3 m","6 m","86,84 triệu/m²"
"2538",2021-06-05,"99, Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Kim Mã","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","40 m²","10 m","4 m","75 triệu/m²"
"2539",2021-06-05,"đường sông sét, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Thịnh Liệt","Nhà ngõ, hẻm","Đã có sổ",5,"6 phòng","36 m²","9.8 m","3.7 m","86,11 triệu/m²"
"2540",2021-06-05,"Đường Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Đại Kim","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","45 m²","45 m","3.5 m","78,89 triệu/m²"
"2541",2021-06-05,"Đường Trung Kính, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Trung Hoà","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","38 m²","9 m","4.6 m","114,47 triệu/m²"
"2542",2021-06-05,"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Nhân Chính","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","35 m²","11 m","3.3 m","82,86 triệu/m²"
"2543",2021-06-05,"Đường Đỗ Nhuận, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội","Quận Bắc Từ Liêm","Phường Xuân Đỉnh","Nhà ngõ, hẻm","Đã có sổ",6,"4 phòng","37 m²","8.2 m","4.5 m","86,49 triệu/m²"
"2544",2021-06-05,"Đường Trung Hòa, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Trung Hoà","Nhà phố liền kề","Đã có sổ",6,"6 phòng","130 m²","19.6 m","6.6 m","226,92 triệu/m²"
"2545",2021-06-05,"Đường Hồng Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Bạch Mai","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","42 m²","42 m","5 m","83,33 triệu/m²"
"2546",2021-06-05,"Đường Âu Cơ, Phường Nhật Tân, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Nhật Tân","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","43 m²","11 m","4 m","79,07 triệu/m²"
"2547",2021-06-05,"Đường Hoàng Ngọc Phách, Phường Láng Hạ, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Láng Hạ","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","50 m²","8 m","6 m","3,52 triệu/m²"
"2548",2021-06-05,"Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Ngọc Lâm","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","34 m²","5.6 m","6 m","92,65 triệu/m²"
"2549",2021-06-05,"Nghĩa Tân, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Nghĩa Tân","Nhà mặt phố, mặt tiền","Đã có sổ",6,"4 phòng","30 m²","8 m","4.2 m","333,33 triệu/m²"
"2550",2021-06-05,"Đường Mỗ Lao, Phường Mộ Lao, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Mộ Lao","Nhà mặt phố, mặt tiền","Đã có sổ",5,"4 phòng","60 m²","12 m","5 m","106,67 triệu/m²"
"2551",2021-06-05,"Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Đình","Nhà ngõ, hẻm","Đã có sổ",5,"5 phòng","37 m²","11.5 m","3.2 m","104,05 triệu/m²"
"2552",2021-06-05,"Đường Nguyễn Văn Trỗi, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Phương Liệt","Nhà ngõ, hẻm","Giấy tờ khác",4,"4 phòng","35 m²","11 m","3.5 m","128,57 triệu/m²"
"2553",2021-06-05,"111, Đường Giải Phóng, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Phương Liệt","Nhà mặt phố, mặt tiền","Đã có sổ",4,"3 phòng","38 m²","11 m","3.5 m","118,42 triệu/m²"
"2554",2021-06-05,"Đường Thiên Hiền, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Mỹ Đình 1","Nhà mặt phố, mặt tiền","Đã có sổ",7,"7 phòng","63 m²","12.6 m","5 m","301,59 triệu/m²"
"2555",2021-06-05,"Đường Đại La, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Đồng Tâm","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","20 m²","7 m","3 m","106 triệu/m²"
"2556",2021-06-05,"Đường Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Mai","Nhà ngõ, hẻm","Đã có sổ",6,"4 phòng","40 m²","7.5 m","5.4 m","140 triệu/m²"
"2557",2021-06-05,"Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường La Khê","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","40 m²","8 m","5 m","64,02 triệu/m²"
"2558",2021-06-05,"Đường Vương Thừa Vũ, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Mai","Nhà mặt phố, mặt tiền","Đã có sổ",2,"2 phòng","54 m²","15 m","3.6 m","194,44 triệu/m²"
"2559",2021-06-05,"Đường Phú Lương, Phường Phú Lương, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Phú Lương","Nhà ngõ, hẻm","Đã có sổ",3,"4 phòng","35 m²","93 m","38 m","43,43 triệu/m²"
"2560",2021-06-05,"phố Tam Khương, Phường Khương Thượng, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Khương Thượng","Nhà ngõ, hẻm","Đã có sổ",6,"3 phòng","31 m²","6 m","5 m","135,48 triệu/m²"
"2561",2021-06-05,"Đường Bùi Xương Trạch","Quận Thanh Xuân","Phường Khương Trung","Nhà ngõ, hẻm","Đã có sổ",5,"4 phòng","29 m²","9 m","3.5 m","82,76 triệu/m²"
"2562",2021-06-05,"Đường Hoàng Hoa Thám, Phường Ngọc Hà, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Ngọc Hà","Nhà ngõ, hẻm","Đã có sổ",6,"nhiều hơn 10 phòng","60 m²","15 m","4.5 m","213,33 triệu/m²"
"2563",2021-06-05,"Đường Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà mặt phố, mặt tiền","Đã có sổ",5,"5 phòng","57 m²","15.4 m","3.7 m","203,51 triệu/m²"
"2564",2021-06-05,"Phố Dịch Vong, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Dịch Vọng","Nhà mặt phố, mặt tiền","Đã có sổ",6,"8 phòng","50 m²","12 m","4 m","196.000 đ/m²"
"2565",2021-06-05,"7, Đường An Dương, Phường Yên Phụ, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Yên Phụ","Nhà ngõ, hẻm","Đã có sổ",3,"2 phòng","15 m²","4 m","4 m","80 triệu/m²"
"2566",2021-06-05,"341, Đường Quang Trung, Phường Văn Quán, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Văn Quán","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","30 m²","7 m","4.7 m","93,33 triệu/m²"
"2567",2021-06-05,"Đường Đại La, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Đồng Tâm","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","45 m²","11 m","4.1 m","106,67 triệu/m²"
"2568",2021-06-05,"Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Thượng Đình","Nhà mặt phố, mặt tiền","Đã có sổ",5,"3 phòng","35 m²","9 m","4.5 m","114,29 triệu/m²"
"2569",2021-06-05,"Đường Nguyễn Khang, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Quan Hoa","Nhà mặt phố, mặt tiền","Đã có sổ",5,"4 phòng","50 m²","17 m","4 m","104 triệu/m²"
"2570",2021-06-05,"Đường Mậu Lương, Phường La Khê, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường La Khê","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","34 m²","8 m","4 m","63,24 triệu/m²"
"2571",2021-06-05,"Đường Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Đội Cấn","Nhà ngõ, hẻm","Đã có sổ",8,"7 phòng","64 m²","11 m","6 m","257,81 triệu/m²"
"2572",2021-06-05,"Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Kiến Hưng","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","36 m²","11 m","3.5 m","63,33 triệu/m²"
"2573",2021-06-05,"49A, Đường Ngọc Hồi, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Hoàng Liệt","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","50 m²","1413 m","3370 m","62 triệu/m²"
"2574",2021-06-05,"ngõ trần khát Chân, Đường Đê Trần Khát Chân, Phường Quỳnh Mai, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Quỳnh Mai","Nhà ngõ, hẻm","Đã có sổ",4,"5 phòng","40 m²","5 m","4.2 m","71,25 triệu/m²"
"2575",2021-06-05,"Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Đình","Nhà ngõ, hẻm","Đã có sổ",5,"8 phòng","40 m²","8 m","4.5 m","65 triệu/m²"
"2576",2021-06-05,"Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Kim Giang","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","30 m²","7.5 m","4 m","103,33 triệu/m²"
"2577",2021-06-05,"Đường Giải Phóng, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Phương Liệt","Nhà mặt phố, mặt tiền","Đã có sổ",3,"3 phòng","25 m²","5 m","5 m","80 triệu/m²"
"2578",2021-06-05,"Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Nghĩa Tân","Nhà mặt phố, mặt tiền","Đã có sổ",4,"4 phòng","51 m²","10 m","5 m","143,14 triệu/m²"
"2579",2021-06-05,"Đường Lý Nam Đế||126, Phường Cửa Đông, Quận Hoàn Kiếm, Hà Nội","Quận Hoàn Kiếm","Phường Cửa Đông","Nhà ngõ, hẻm","Đã có sổ",3,"2 phòng","32 m²","8 m","4 m","162,5 triệu/m²"
"2580",2021-06-05,"Đường Võng Thị, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Thụy Khuê","Nhà phố liền kề","Đã có sổ",5,"4 phòng","48 m²","12 m","4 m","141,67 triệu/m²"
"2581",2021-06-05,"Đường Tô Hiệu||1895, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Nguyễn Trãi","Nhà mặt phố, mặt tiền","Đã có sổ",5,"4 phòng","50 m²","12 m","4 m","92 triệu/m²"
"2582",2021-06-05,"Đường Nguyễn An Ninh, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Đồng Tâm","Nhà ngõ, hẻm","Đang chờ sổ",6,"5 phòng","72 m²","20 m","3.6 m","86,11 triệu/m²"
"2583",2021-06-05,"32, Đường Đường Láng, Phường Láng Hạ, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Láng Hạ","Nhà ngõ, hẻm","Đã có sổ",4,"2 phòng","26 m²","9 m","3.1 m","67,69 triệu/m²"
"2584",2021-06-05,"Đường Hoàng Văn Thái","Quận Thanh Xuân","Phường Khương Trung","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","38 m²","7.5 m","5 m","88,16 triệu/m²"
"2585",2021-06-05,"Đường Hoa Bằng, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Yên Hoà","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","45 m²","10 m","4.6 m","102,22 triệu/m²"
"2586",2021-06-05,"Đường Yên Hòa, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Yên Hoà","Nhà ngõ, hẻm","Đã có sổ",5,"6 phòng","55 m²","14 m","4 m","84,55 triệu/m²"
"2588",2021-06-05,"Đường Thông Phong, Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Quốc Tử Giám","Nhà ngõ, hẻm","Đã có sổ",3,"3 phòng","43 m²","6.2 m","7 m","81,4 triệu/m²"
"2589",2021-06-05,"Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Láng Thượng","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","50 m²","12.5 m","4 m","98 triệu/m²"
"2590",2021-06-05,"Đường Văn Phú||1914, Phường Phú La, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Phú La","Nhà phố liền kề","Đã có sổ",5,"4 phòng","50 m²","10 m","5 m","136 triệu/m²"
"2591",2021-06-05,"Ngô Thì Nhậm, Phường Phú La, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Phú La","Nhà phố liền kề","Đã có sổ",5,"4 phòng","50 m²","10 m","250 m","152 triệu/m²"
"2592",2021-06-05,"Đường Văn Phú||1914, Phường Phú La, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Phú La","Nhà mặt phố, mặt tiền","Đã có sổ",6,"5 phòng","55 m²","10 m","5 m","112,73 triệu/m²"
"2593",2021-06-05,"Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường La Khê","Nhà phố liền kề","Đã có sổ",5,"4 phòng","50 m²","10 m","5 m","120 triệu/m²"
"2594",2021-06-05,"Đường Hoa Sữa 1 - 23, Phường Phúc Lợi, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Phúc Lợi","Nhà ngõ, hẻm","Đã có sổ",45,"3 phòng","30 m²","6 m","5 m","63 triệu/m²"
"2595",2021-06-05,"Đường Tân Triều, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Thanh Xuân Nam","Nhà ngõ, hẻm","Đã có sổ",6,"nhiều hơn 10 phòng","45 m²","10 m","4.5 m","114,44 triệu/m²"
"2596",2021-06-05,"Đường Phùng Khoang, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Trung Văn","Nhà ngõ, hẻm","Đã có sổ",5,"5 phòng","35 m²","9 m","4 m","75,71 triệu/m²"
"2597",2021-06-05,"Đường Đội Cấn, Phường Ngọc Hà, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Ngọc Hà","Nhà biệt thự","Đã có sổ",4,"5 phòng","80 m²","13.8 m","5.8 m","115 triệu/m²"
"2598",2021-06-05,"Đường Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Láng Thượng","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","50 m²","10 m","5 m","84 triệu/m²"
"2599",2021-06-05,"127, Đường Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Ô Chợ Dừa","Nhà ngõ, hẻm","Đã có sổ",3,"2 phòng","25 m²","7.5 m","3.4 m","92 triệu/m²"
"2600",2021-06-05,"Đường Xa La, Phường Kiến Hưng, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Kiến Hưng","Nhà ngõ, hẻm","Đã có sổ",3,"2 phòng","45 m²","11 m","4 m","55,56 triệu/m²"
"2601",2021-06-05,"Đường 8/3, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Thanh Nhàn","Nhà ngõ, hẻm","Đã có sổ",5,"3 phòng","30 m²","6 m","5 m","126,67 triệu/m²"
"2602",2021-06-05,"Đường Giảng Võ, Phường Giảng Võ, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Giảng Võ","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","36 m²","10 m","3.3 m","88,89 triệu/m²"
"2603",2021-06-05,"Khu phân lô, Đường Trần Đăng Ninh, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Dịch Vọng","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","30 m²","10 m","3 m","200 triệu/m²"
"2604",2021-06-05,"Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Nghĩa Tân","Nhà ngõ, hẻm","Đã có sổ",7,"5 phòng","45 m²","10.5 m","4 m","133,33 triệu/m²"
"2605",2021-06-05,"Khúc Thừa Dụ, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Dịch Vọng","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","40 m²","10 m","4 m","293,75 triệu/m²"
"2606",2021-06-05,"Đường Lạc Trung||537, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Thanh Lương","Nhà ngõ, hẻm","Đã có sổ",3,"3 phòng","30 m²","7.5 m","4 m","79,33 triệu/m²"
"2607",2021-06-05,"Đường Hoàng Văn Thái||652, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Mai","Nhà ngõ, hẻm","Đã có sổ",3,"3 phòng","35 m²","9 m","4 m","65,71 triệu/m²"
"2608",2021-06-05,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Nghĩa Đô","Nhà ngõ, hẻm","Đã có sổ",5,"6 phòng","40 m²","11 m","3.5 m","112,5 triệu/m²"
"2609",2021-06-05,"ĐỊnh công hạ, Phường Định Công, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Định Công","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","40 m²","12 m","3.5 m","65 triệu/m²"
"2610",2021-06-05,"Số nhà 3, ngõ 293/63 tam trinh, Đường Tam Trinh, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Hoàng Văn Thụ","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","50 m²","15 m","4 m","134 triệu/m²"
"2611",2021-06-05,"Đường Định Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Định Công","Nhà ngõ, hẻm","Đã có sổ",4,"4 phòng","37 m²","10 m","3.6 m","66,22 triệu/m²"
"2612",2021-06-05,"Đường Đại Từ, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Đại Kim","Nhà mặt phố, mặt tiền","Đã có sổ",4,"3 phòng","45 m²","10 m","4.5 m","96,67 triệu/m²"
"2613",2021-06-05,"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Mỹ Đình 1","Nhà ngõ, hẻm","Đã có sổ",4,"2 phòng","30 m²","10 m","3 m","83,33 triệu/m²"
"2614",2021-06-05,"1777, Đường Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Mai","Nhà ngõ, hẻm","Đã có sổ",4,"5 phòng","38 m²","8 m","5 m","88,16 triệu/m²"
"2615",2021-06-05,"Đường Nguyễn Cảnh Dị||997, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Đại Kim","Nhà mặt phố, mặt tiền","Đã có sổ",4,"3 phòng","58 m²","14 m","4.1 m","160,34 triệu/m²"
"2616",2021-06-05,"Đường Kim Mã Thượng, Phường Liễu Giai, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Liễu Giai","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","36 m²","6 m","6 m","109,72 triệu/m²"
"2617",2021-06-05,"Đường Cầu Giấy, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Mai Dịch","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","35 m²","11 m","3.3 m","92,86 triệu/m²"
"2618",2021-06-05,"Đường Huyền Kỳ, Phường Phú Lãm, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Phú Lãm","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","38 m²","6 m","7 m","48,68 triệu/m²"
"2620",2021-06-05,"Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà ngõ, hẻm","Đã có sổ",5,"6 phòng","50 m²","10 m","5 m","122 triệu/m²"
"2621",2021-06-05,"Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Vĩnh Phúc","Nhà mặt phố, mặt tiền","Đã có sổ",5,"4 phòng","50 m²","12 m","4.5 m","156 triệu/m²"
"2622",2021-06-05,"Đường Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà ngõ, hẻm","Đã có sổ",4,"3 phòng","40 m²","8 m","5 m","83,75 triệu/m²"
"2623",2021-06-05,"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Hoàng Văn Thụ","Nhà mặt phố, mặt tiền","Đã có sổ",4,"6 phòng","78 m²","9.8 m","8 m","89,74 triệu/m²"
